Middle layer Super Output Areas Code,Middle layer Super Output Areas,Does not apply,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,outside the UK,Works mainly from home,Total,% work from home
E02000001,City of London 001,3232,676,385,241,82,15,7,9,28,303,3602,8580,41.98135198
E02000002,Barking and Dagenham 001,5043,161,474,394,472,197,65,20,26,751,678,8281,8.187416979
E02000003,Barking and Dagenham 002,6304,311,603,541,860,310,61,17,44,1155,1336,11542,11.57511696
E02000004,Barking and Dagenham 003,3526,322,354,277,439,199,33,11,30,667,781,6639,11.76381985
E02000005,Barking and Dagenham 004,6220,358,684,532,787,251,54,20,57,1047,1072,11082,9.673344162
E02000007,Barking and Dagenham 006,5893,308,676,408,727,289,50,25,45,945,798,10164,7.851239669
E02000008,Barking and Dagenham 007,7551,454,897,589,973,273,61,41,58,1347,1002,13246,7.564547788
E02000009,Barking and Dagenham 008,7432,272,818,663,1001,227,54,38,61,1206,1091,12863,8.481691674
E02000010,Barking and Dagenham 009,5254,326,606,378,769,264,45,22,41,1005,775,9485,8.170795994
E02000011,Barking and Dagenham 010,3930,151,345,335,542,246,44,18,26,773,622,7032,8.845278726
E02000012,Barking and Dagenham 011,6486,329,609,602,826,130,48,34,44,1017,1386,11511,12.04065676
E02000013,Barking and Dagenham 012,5393,231,555,540,721,173,46,30,45,965,700,9399,7.447600809
E02000014,Barking and Dagenham 013,5483,397,559,464,816,285,46,27,53,1071,664,9865,6.7308667
E02000015,Barking and Dagenham 014,4716,220,430,391,631,242,45,23,35,837,658,8228,7.997083131
E02000016,Barking and Dagenham 015,6018,291,377,666,930,170,25,38,44,845,1164,10568,11.01438304
E02000017,Barking and Dagenham 016,4982,283,423,504,763,155,49,33,55,1034,854,9135,9.348659004
E02000018,Barking and Dagenham 017,5563,212,565,548,733,148,37,31,54,968,696,9555,7.284144427
E02000019,Barking and Dagenham 018,5511,313,472,515,794,197,55,23,54,971,756,9661,7.825276886
E02000020,Barking and Dagenham 019,7798,395,622,760,1290,194,68,53,52,1334,1491,14057,10.60681511
E02000021,Barking and Dagenham 020,5052,283,342,528,647,265,50,24,51,872,645,8759,7.363854321
E02000022,Barking and Dagenham 021,4386,279,303,511,684,101,37,17,37,615,774,7744,9.994834711
E02000023,Barking and Dagenham 022,4796,212,399,470,682,120,36,25,52,629,599,8020,7.46882793
E02000024,Barnet 001,5518,392,255,465,748,93,25,28,31,558,2728,10841,25.16373028
E02000025,Barnet 002,4385,235,312,458,607,64,19,16,27,549,1912,8584,22.27399814
E02000026,Barnet 003,3480,133,286,307,403,48,19,17,24,396,1342,6455,20.79008521
E02000027,Barnet 004,5221,397,377,474,614,78,30,16,33,707,1700,9647,17.62205867
E02000028,Barnet 005,3265,168,262,348,467,56,18,12,15,452,1470,6533,22.50114802
E02000029,Barnet 006,5055,300,408,499,643,65,20,12,11,847,1817,9677,18.77648031
E02000030,Barnet 007,5082,200,328,402,624,65,25,25,29,527,2150,9457,22.73448239
E02000031,Barnet 008,4240,190,272,390,518,37,13,15,16,417,2223,8331,26.68347137
E02000032,Barnet 009,4145,222,383,441,474,46,16,10,21,505,1675,7938,21.10103301
E02000033,Barnet 010,4598,284,415,487,558,48,16,11,24,764,1685,8890,18.95388076
E02000034,Barnet 011,4647,310,396,481,557,54,21,15,25,698,1882,9086,20.71318512
E02000035,Barnet 012,4210,213,331,465,583,54,17,15,21,531,2091,8531,24.51060837
E02000036,Barnet 013,5990,323,405,659,773,98,27,19,41,933,1976,11244,17.57381715
E02000037,Barnet 014,5853,300,327,577,689,80,36,34,40,633,2265,10834,20.90640576
E02000038,Barnet 015,5479,292,404,702,619,58,24,13,25,837,2266,10719,21.14003172
E02000039,Barnet 016,3637,191,285,360,450,42,7,13,34,439,1710,7168,23.85602679
E02000040,Barnet 017,4808,189,398,336,571,49,30,10,30,545,2174,9140,23.78555799
E02000041,Barnet 018,4976,359,327,562,684,101,21,23,38,839,1528,9458,16.15563544
E02000042,Barnet 019,5984,421,375,547,746,55,21,9,36,855,2511,11560,21.72145329
E02000043,Barnet 020,3934,189,232,328,413,45,14,6,15,317,2077,7570,27.43725231
E02000044,Barnet 021,4644,365,393,588,621,69,16,26,46,837,1238,8843,13.99977383
E02000045,Barnet 022,5552,371,483,772,496,58,18,19,24,881,1850,10524,17.57886735
E02000046,Barnet 023,3140,225,234,471,387,44,17,6,15,530,1892,6961,27.18000287
E02000047,Barnet 024,6952,539,507,809,885,82,32,27,39,1295,1231,12398,9.92902081
E02000048,Barnet 025,5446,243,451,516,514,41,23,16,20,639,2375,10284,23.0941268
E02000049,Barnet 026,5881,390,414,670,778,70,19,14,48,869,1379,10532,13.09342955
E02000050,Barnet 027,5461,381,385,704,478,52,26,7,14,691,2179,10378,20.99633841
E02000051,Barnet 028,4821,255,320,515,390,34,11,12,23,511,2270,9162,24.77624973
E02000052,Barnet 029,4719,258,420,706,355,47,12,9,25,579,2717,9847,27.59216005
E02000054,Barnet 031,3835,237,333,514,506,46,17,17,28,719,1379,7631,18.07102608
E02000055,Barnet 032,5944,573,522,841,680,75,12,23,43,1025,1987,11725,16.9466951
E02000056,Barnet 033,4868,143,312,587,193,23,15,8,19,334,2627,9129,28.77642677
E02000057,Barnet 034,4474,421,368,541,344,26,15,4,17,523,1280,8013,15.97404218
E02000058,Barnet 035,5469,331,386,672,284,35,10,15,27,454,2544,10227,24.87533001
E02000059,Barnet 036,5574,480,596,912,767,100,32,19,61,1235,1847,11623,15.89090596
E02000060,Barnet 037,6883,724,511,694,284,30,15,5,30,571,1812,11559,15.67609655
E02000061,Barnet 038,4149,195,342,675,205,20,6,12,14,430,2297,8345,27.52546435
E02000062,Barnet 039,3840,266,336,641,249,34,8,12,18,639,912,6955,13.11286844
E02000063,Barnet 040,4152,230,337,654,205,31,11,9,28,672,1257,7586,16.56999736
E02000064,Barnet 041,3482,161,323,573,172,28,11,6,22,433,1463,6674,21.92088702
E02000065,Bexley 001,4488,213,328,501,711,166,47,24,35,707,841,8061,10.43294877
E02000066,Bexley 002,5292,280,589,508,715,161,48,21,47,828,940,9429,9.969243822
E02000067,Bexley 003,5268,446,578,587,722,224,43,25,46,878,1416,10233,13.83758429
E02000068,Bexley 004,4570,364,355,458,510,234,28,39,41,620,955,8174,11.68338635
E02000069,Bexley 005,3752,294,398,408,415,191,36,15,19,604,1082,7214,14.99861381
E02000070,Bexley 006,4243,225,539,455,502,118,34,15,28,708,1247,8114,15.36849889
E02000071,Bexley 007,4065,277,512,428,393,154,29,16,26,677,1094,7671,14.26150437
E02000072,Bexley 008,7085,368,773,726,768,522,67,43,66,980,1526,12924,11.80748994
E02000073,Bexley 009,5382,284,717,542,759,118,40,28,36,817,2003,10726,18.67424949
E02000074,Bexley 010,4807,342,580,523,476,257,30,24,37,735,1051,8862,11.85962537
E02000075,Bexley 011,4227,253,415,417,428,110,29,20,15,640,1437,7991,17.98273057
E02000077,Bexley 013,4210,234,546,401,590,100,30,16,22,666,1326,8141,16.28792532
E02000078,Bexley 014,3992,302,396,436,430,214,20,19,25,649,1451,7934,18.28837913
E02000079,Bexley 015,4472,325,393,421,559,155,29,16,27,667,1703,8767,19.42511692
E02000080,Bexley 016,5116,245,622,536,703,90,41,32,33,901,1746,10065,17.34724292
E02000081,Bexley 017,4460,306,406,410,454,193,26,25,24,635,1368,8307,16.468039
E02000082,Bexley 018,4485,223,580,605,709,74,39,15,25,918,1663,9336,17.81276778
E02000083,Bexley 019,5639,432,561,681,595,407,61,29,42,956,1867,11270,16.5661047
E02000084,Bexley 020,5611,407,544,546,614,130,57,19,31,877,2280,11116,20.51097517
E02000085,Bexley 021,3935,242,473,530,524,73,38,23,20,769,1342,7969,16.84025599
E02000086,Bexley 022,3560,245,401,430,431,41,36,13,15,639,1365,7176,19.02173913
E02000087,Bexley 023,4222,186,374,405,429,179,29,18,23,511,1832,8208,22.31968811
E02000088,Bexley 024,3863,223,360,408,426,118,30,13,16,628,1668,7753,21.51425255
E02000089,Bexley 025,4123,206,340,456,472,50,35,15,30,552,1591,7870,20.21601017
E02000090,Bexley 026,4918,338,351,562,635,87,30,18,42,649,2009,9639,20.84241104
E02000091,Bexley 027,5411,364,387,559,540,132,30,18,26,681,2017,10165,19.84259715
E02000092,Bexley 028,3835,196,321,427,377,133,17,12,22,550,861,6751,12.75366612
E02000093,Brent 001,5895,440,603,676,893,128,27,23,62,1549,1581,11877,13.31144228
E02000094,Brent 002,5361,368,566,650,712,70,22,23,55,1122,1511,10460,14.44550669
E02000095,Brent 003,5350,320,662,557,731,106,32,30,65,1218,1390,10461,13.28744862
E02000096,Brent 004,3954,248,389,318,501,72,33,25,53,584,1454,7631,19.05385926
E02000097,Brent 005,4971,293,694,575,536,64,27,11,51,1229,1080,9531,11.33144476
E02000098,Brent 006,4859,250,495,387,576,67,18,9,23,854,1204,8742,13.77259208
E02000099,Brent 007,4851,299,591,455,779,101,29,24,55,1167,1207,9558,12.62816489
E02000100,Brent 008,4111,523,481,443,566,78,24,20,40,626,1406,8318,16.90310171
E02000101,Brent 009,5646,299,714,601,553,44,18,10,55,841,1159,9940,11.65995976
E02000102,Brent 010,5104,261,582,531,276,35,19,18,36,862,603,8327,7.241503543
E02000103,Brent 011,5717,303,619,809,351,58,14,14,44,945,1101,9975,11.03759398
E02000104,Brent 012,3918,287,525,377,487,52,21,6,64,710,1057,7504,14.0858209
E02000105,Brent 013,5230,305,890,617,689,68,26,17,64,890,1047,9843,10.63700091
E02000106,Brent 014,5866,312,641,815,419,45,25,27,29,1242,931,10352,8.993431221
E02000107,Brent 015,5414,296,703,1132,345,58,8,13,31,998,1943,10941,17.75888858
E02000108,Brent 016,3746,223,622,503,614,50,26,16,24,608,828,7260,11.40495868
E02000110,Brent 018,4203,186,470,717,273,35,7,13,31,643,1601,8179,19.57452011
E02000111,Brent 019,5977,638,1244,734,724,91,14,17,44,772,1027,11282,9.102995923
E02000112,Brent 020,5665,870,1287,848,812,61,22,36,53,936,1159,11749,9.864669334
E02000113,Brent 021,6184,454,523,591,347,39,13,12,21,785,657,9626,6.825264908
E02000114,Brent 022,4198,245,597,1030,271,20,12,10,26,795,1792,8996,19.91996443
E02000115,Brent 023,4187,177,462,743,240,41,12,19,15,524,2202,8622,25.53931802
E02000116,Brent 024,4828,246,621,876,240,38,12,14,25,818,831,8549,9.720435139
E02000117,Brent 025,7715,485,844,973,374,55,17,11,50,1133,1078,12735,8.46486062
E02000118,Brent 026,5644,1247,967,822,656,76,13,18,65,959,826,11293,7.314265474
E02000119,Brent 027,6205,505,559,800,429,62,18,15,47,784,1201,10625,11.30352941
E02000120,Brent 028,3966,306,708,751,168,35,6,9,32,577,2458,9016,27.26264419
E02000121,Brent 029,6347,1075,1009,822,693,71,29,20,62,884,1228,12240,10.03267974
E02000122,Brent 030,4086,245,429,623,157,44,5,6,24,458,2100,8177,25.68179039
E02000123,Brent 031,7368,537,890,1174,422,79,14,17,52,1279,1742,13574,12.83335789
E02000124,Brent 032,4651,266,598,727,156,33,2,16,14,566,2925,9954,29.38517179
E02000125,Brent 033,4714,303,610,808,259,42,9,7,25,710,2454,9941,24.68564531
E02000126,Brent 034,4432,322,678,525,222,52,3,12,23,571,1358,8198,16.56501586
E02000127,Bromley 001,5069,180,518,612,632,52,30,11,30,790,1408,9332,15.0878697
E02000128,Bromley 002,4049,150,348,382,482,51,34,14,17,541,1724,7792,22.12525667
E02000130,Bromley 004,3869,215,308,511,553,35,20,10,24,452,2430,8427,28.83588466
E02000131,Bromley 005,4244,236,363,704,766,46,11,24,31,702,3357,10484,32.02022129
E02000132,Bromley 006,4298,268,401,566,723,55,29,7,17,594,2876,9834,29.24547488
E02000133,Bromley 007,5544,147,344,387,670,62,45,13,35,378,3128,10753,29.0895564
E02000134,Bromley 008,5608,465,434,631,782,63,33,18,33,745,2940,11752,25.01701838
E02000135,Bromley 009,5007,340,408,693,729,63,20,15,39,776,1782,9872,18.05105348
E02000136,Bromley 010,3247,142,242,302,315,77,27,4,15,352,1021,5744,17.77506964
E02000137,Bromley 011,4147,255,304,358,505,58,26,15,24,492,2218,8402,26.39847655
E02000138,Bromley 012,4129,168,302,380,501,38,17,6,22,462,2475,8500,29.11764706
E02000139,Bromley 013,3573,226,269,357,478,36,25,8,15,437,2290,7714,29.68628468
E02000140,Bromley 014,4865,314,415,531,533,173,30,19,34,722,1044,8680,12.02764977
E02000141,Bromley 015,3318,207,298,422,493,48,11,9,15,506,1903,7230,26.3208852
E02000142,Bromley 016,4402,289,337,335,576,58,38,10,19,489,2263,8816,25.66923775
E02000144,Bromley 018,4561,328,402,443,750,84,29,7,23,597,2839,10063,28.21226274
E02000145,Bromley 019,4887,262,395,492,570,279,32,19,30,699,1160,8825,13.14447592
E02000146,Bromley 020,4547,331,454,412,679,97,47,7,21,597,2508,9700,25.8556701
E02000147,Bromley 021,4421,219,301,334,413,35,23,6,17,400,2025,8194,24.71320478
E02000148,Bromley 022,3593,116,327,211,351,58,36,7,12,346,1670,6727,24.82533076
E02000149,Bromley 023,4184,301,452,350,532,209,43,18,33,617,1427,8166,17.47489591
E02000150,Bromley 024,4347,291,408,426,422,45,19,9,9,512,2029,8517,23.82294235
E02000151,Bromley 025,4034,155,293,200,357,131,22,5,6,355,1985,7543,26.31578947
E02000152,Bromley 026,4221,216,489,298,468,92,36,13,18,642,1471,7964,18.47061778
E02000153,Bromley 027,4163,188,448,387,421,53,18,11,23,521,1871,8104,23.08736426
E02000154,Bromley 028,4300,295,409,284,430,240,16,13,29,495,2018,8529,23.66045257
E02000155,Bromley 029,3873,223,341,292,367,262,25,10,15,582,1165,7155,16.28232006
E02000156,Bromley 030,6507,320,512,588,639,75,21,20,23,769,2817,12291,22.91920918
E02000157,Bromley 031,4448,291,289,260,376,170,29,16,20,445,2025,8369,24.19643924
E02000158,Bromley 032,4417,264,327,266,331,255,19,12,13,504,1381,7789,17.73013224
E02000159,Bromley 033,3766,194,322,286,385,101,33,12,26,451,1542,7118,21.66338859
E02000160,Bromley 034,4303,168,402,414,413,66,21,9,18,578,1717,8109,21.17400419
E02000161,Bromley 035,4556,314,271,299,385,288,31,14,28,460,2054,8700,23.6091954
E02000162,Bromley 036,3969,270,268,302,305,176,24,17,19,466,1305,7121,18.3260778
E02000163,Bromley 037,4024,151,261,324,329,278,30,18,20,450,1828,7713,23.70024634
E02000165,Bromley 039,3449,235,73,550,605,282,29,27,15,770,1138,7173,15.86504949
E02000166,Camden 001,4075,245,343,406,99,21,13,15,16,324,2191,7748,28.27826536
E02000167,Camden 002,3371,212,204,398,80,20,4,4,17,209,2680,7199,37.22739269
E02000168,Camden 003,3475,320,483,395,102,18,1,4,23,353,2637,7811,33.76008194
E02000169,Camden 004,3603,106,212,432,96,16,3,6,19,211,2472,7176,34.44816054
E02000170,Camden 005,3468,187,320,598,173,26,14,5,20,367,2737,7915,34.57991156
E02000171,Camden 006,3429,313,375,340,100,29,5,10,16,354,2416,7387,32.70610532
E02000172,Camden 007,5685,574,658,458,135,29,7,19,23,482,1928,9998,19.28385677
E02000173,Camden 008,3373,426,308,346,106,15,5,12,12,257,2633,7493,35.1394635
E02000174,Camden 009,4013,369,583,353,93,23,0,4,26,374,2245,8083,27.77434121
E02000175,Camden 010,3755,251,385,652,189,34,19,12,26,342,3419,9084,37.63760458
E02000176,Camden 011,2451,195,280,265,92,15,5,7,15,179,2410,5914,40.75076091
E02000177,Camden 012,4446,449,572,335,97,9,11,9,25,455,2079,8487,24.49628844
E02000178,Camden 013,4076,247,546,752,205,29,10,5,19,483,2531,8903,28.42861957
E02000179,Camden 014,2894,214,308,245,65,14,5,5,22,254,1724,5750,29.9826087
E02000180,Camden 015,3821,363,608,301,120,23,9,17,27,404,2187,7880,27.75380711
E02000181,Camden 016,3235,179,443,457,158,20,1,11,11,273,3288,8076,40.71322437
E02000182,Camden 017,3725,207,393,285,101,16,6,9,20,237,2117,7116,29.74985947
E02000183,Camden 018,3744,299,431,260,92,25,9,8,32,291,2398,7589,31.59836606
E02000184,Camden 019,4961,442,589,334,105,27,4,19,34,451,1942,8908,21.80062865
E02000185,Camden 020,4978,299,643,425,159,23,9,4,26,586,1729,8881,19.46852832
E02000186,Camden 021,3114,337,426,153,73,17,5,8,22,297,1772,6224,28.47043702
E02000187,Camden 022,6177,660,602,238,97,21,13,9,27,526,1412,9782,14.43467594
E02000188,Camden 023,4489,502,467,215,97,16,8,7,26,404,949,7180,13.21727019
E02000191,Camden 026,3194,450,176,97,48,9,6,6,22,166,1162,5336,21.77661169
E02000192,Camden 027,3512,518,354,189,69,17,3,8,15,367,1608,6660,24.14414414
E02000193,Camden 028,3137,518,278,150,54,8,9,6,11,250,1540,5961,25.83459151
E02000194,Croydon 001,4207,195,411,644,570,50,20,8,24,570,2515,9214,27.29542001
E02000195,Croydon 002,5065,237,585,642,477,71,16,15,36,640,1865,9649,19.32842782
E02000196,Croydon 003,4160,232,527,530,433,56,9,15,28,730,1195,7915,15.09791535
E02000197,Croydon 004,4567,213,600,607,553,53,27,34,34,906,1433,9027,15.87459843
E02000198,Croydon 005,4621,297,501,706,598,67,14,22,25,816,1220,8887,13.72791718
E02000199,Croydon 006,4164,267,504,591,585,76,17,11,29,720,1450,8414,17.23318279
E02000200,Croydon 007,4313,201,508,541,675,69,21,11,16,694,1998,9047,22.08466895
E02000201,Croydon 008,4499,184,509,562,622,54,26,21,28,730,1459,8694,16.78168852
E02000202,Croydon 009,4809,358,539,600,543,63,19,15,26,773,1186,8931,13.27958795
E02000203,Croydon 010,4248,316,482,584,499,57,11,5,24,736,1003,7965,12.59259259
E02000204,Croydon 011,5315,495,616,648,570,82,13,34,31,747,1106,9657,11.45283214
E02000206,Croydon 013,5710,468,563,675,762,82,38,19,28,896,1576,10817,14.56965887
E02000207,Croydon 014,4539,234,643,482,590,73,21,15,33,705,1565,8900,17.58426966
E02000208,Croydon 015,6151,745,491,660,654,81,19,22,32,834,1175,10864,10.81553756
E02000209,Croydon 016,4834,529,609,712,525,74,20,27,36,712,989,9067,10.90768722
E02000210,Croydon 017,4133,374,533,454,536,75,22,17,27,743,1800,8714,20.65641496
E02000211,Croydon 018,4194,230,594,441,496,54,24,17,30,619,1574,8273,19.0257464
E02000212,Croydon 019,5237,852,442,616,522,94,25,18,35,738,883,9462,9.332065103
E02000213,Croydon 020,6801,814,504,656,838,154,29,31,46,978,1945,12796,15.20006252
E02000214,Croydon 021,3141,166,410,285,354,50,23,16,16,384,1389,6234,22.28103946
E02000215,Croydon 022,5565,531,553,566,900,116,36,36,37,893,2591,11824,21.91305819
E02000216,Croydon 023,3694,221,325,218,470,49,17,12,21,364,1770,7161,24.71721827
E02000217,Croydon 024,5722,783,510,659,944,119,27,18,43,981,2120,11926,17.7762871
E02000218,Croydon 025,3876,133,333,449,406,53,16,8,28,465,907,6674,13.59005094
E02000219,Croydon 026,3982,173,459,352,482,66,29,12,12,506,1556,7629,20.39585791
E02000221,Croydon 028,5870,616,634,522,671,103,26,24,32,778,1582,10858,14.56990238
E02000222,Croydon 029,3856,279,518,321,543,72,21,19,24,511,2185,8349,26.1707989
E02000223,Croydon 030,5328,206,253,931,505,125,16,16,25,619,506,8530,5.932004689
E02000224,Croydon 031,3698,246,541,353,599,128,19,14,24,571,1859,8052,23.08743169
E02000225,Croydon 032,4115,232,212,789,519,123,27,16,36,742,690,7501,9.198773497
E02000226,Croydon 033,4063,160,429,371,399,103,23,15,11,506,1535,7615,20.15758372
E02000227,Croydon 034,5958,258,654,985,782,155,38,20,26,949,1850,11675,15.84582441
E02000228,Croydon 035,4300,145,346,286,359,85,23,16,19,365,2012,7956,25.28908999
E02000229,Croydon 036,3694,179,176,558,365,136,23,14,25,535,531,6236,8.515073765
E02000230,Croydon 037,5421,225,408,458,618,174,24,22,32,536,2585,10503,24.61201561
E02000231,Croydon 038,4075,162,271,403,380,188,25,13,31,389,1998,7935,25.17958412
E02000232,Croydon 039,3296,143,284,388,314,137,17,12,8,457,1143,6199,18.43845782
E02000233,Croydon 040,3189,150,253,365,336,158,32,13,17,382,1469,6364,23.08296669
E02000234,Croydon 041,4884,241,265,584,425,224,36,23,22,585,2163,9452,22.8840457
E02000235,Croydon 042,3439,135,275,338,302,187,22,22,11,445,1715,6891,24.88753447
E02000236,Croydon 043,4467,205,234,616,425,279,27,24,27,625,2203,9132,24.1239597
E02000237,Croydon 044,4091,150,266,535,334,208,28,22,18,558,1391,7601,18.30022365
E02000238,Ealing 001,5199,384,682,836,868,105,29,16,53,1110,1427,10709,13.32524045
E02000239,Ealing 002,4457,292,638,594,677,77,29,14,38,958,1268,9042,14.02344614
E02000240,Ealing 003,6283,349,526,914,800,147,29,37,39,1012,1073,11209,9.572664823
E02000241,Ealing 004,3816,211,421,593,619,78,10,11,23,716,895,7393,12.10604626
E02000242,Ealing 005,3599,333,539,397,452,44,14,11,31,661,805,6886,11.69038629
E02000243,Ealing 006,4565,308,474,585,552,95,22,26,30,992,1073,8722,12.30222426
E02000244,Ealing 007,4118,231,483,430,515,54,19,18,17,872,1132,7889,14.34909367
E02000245,Ealing 008,5384,200,595,753,591,106,20,9,32,816,802,9308,8.616244091
E02000246,Ealing 009,5391,187,630,843,491,101,32,27,40,875,843,9460,8.911205074
E02000247,Ealing 010,6333,297,681,896,669,107,18,15,46,970,1121,11153,10.05110733
E02000248,Ealing 011,4002,298,372,475,430,37,12,16,25,727,1323,7717,17.14396786
E02000249,Ealing 012,4514,324,547,628,449,88,16,17,23,838,936,8380,11.16945107
E02000250,Ealing 013,3315,220,244,261,272,26,11,4,22,315,1791,6481,27.63462429
E02000251,Ealing 014,4463,265,658,623,536,78,14,24,36,739,881,8317,10.59276181
E02000252,Ealing 015,6829,520,727,901,420,58,9,23,46,862,1843,12238,15.05965027
E02000253,Ealing 016,6098,345,577,514,523,65,11,8,33,888,1283,10345,12.40212663
E02000254,Ealing 017,5207,452,692,824,446,80,15,21,29,659,783,9208,8.503475239
E02000255,Ealing 018,5276,347,411,441,527,67,15,12,15,598,2152,9861,21.82334449
E02000256,Ealing 019,3986,302,364,526,541,56,8,20,21,590,2773,9187,30.18395559
E02000258,Ealing 021,3514,234,387,493,239,35,11,13,9,514,1450,6899,21.01753877
E02000259,Ealing 022,3272,259,321,389,362,41,12,7,18,556,1348,6585,20.47076689
E02000260,Ealing 023,6025,695,594,754,387,79,11,12,48,568,661,9834,6.721578198
E02000261,Ealing 024,6143,541,899,1106,406,65,21,13,37,933,2488,12652,19.66487512
E02000262,Ealing 025,4461,321,621,673,353,38,18,16,24,728,2093,9346,22.39460732
E02000263,Ealing 026,8181,924,915,1273,544,110,37,34,60,805,824,13707,6.011526957
E02000264,Ealing 027,3834,274,459,484,425,48,12,14,28,550,2365,8493,27.84646179
E02000265,Ealing 028,5698,497,496,571,601,56,16,21,29,717,2531,11233,22.53182587
E02000266,Ealing 029,7650,623,795,962,592,101,22,31,39,939,1360,13114,10.37059631
E02000267,Ealing 030,3962,360,470,404,419,47,26,12,15,708,1726,8149,21.18051295
E02000268,Ealing 031,4378,309,407,481,398,39,17,15,33,585,2588,9250,27.97837838
E02000269,Ealing 032,3737,223,363,395,435,42,11,17,13,468,2460,8164,30.13228809
E02000270,Ealing 033,4548,280,591,718,425,36,17,20,37,625,2310,9607,24.04496721
E02000271,Ealing 034,3221,171,259,353,218,23,10,12,13,273,2400,6953,34.51747447
E02000272,Ealing 035,3367,231,304,279,303,37,7,9,13,407,1757,6714,26.16919869
E02000275,Ealing 038,4779,481,541,687,314,83,37,23,46,455,721,8167,8.828211093
E02000276,Ealing 039,3098,180,339,369,421,27,10,15,16,412,1875,6762,27.7284827
E02000277,Enfield 001,4436,247,466,376,556,99,35,18,22,556,714,7525,9.488372093
E02000278,Enfield 002,5902,324,523,442,627,146,39,25,34,676,693,9431,7.348107306
E02000279,Enfield 003,7190,469,523,596,975,226,62,25,42,926,1286,12320,10.43831169
E02000280,Enfield 004,4670,347,461,434,531,84,21,15,24,608,1437,8632,16.64735867
E02000281,Enfield 005,5414,410,574,498,597,137,31,19,32,787,1157,9656,11.98218724
E02000282,Enfield 006,6477,390,517,485,614,121,33,22,37,626,630,9952,6.330385852
E02000283,Enfield 007,5048,362,477,443,635,112,36,15,37,678,695,8538,8.140079644
E02000284,Enfield 008,4508,362,396,370,555,83,32,9,19,631,1778,8743,20.33626902
E02000285,Enfield 009,3414,355,372,303,421,48,14,15,18,475,1208,6643,18.18455517
E02000286,Enfield 010,4496,309,385,453,520,79,23,13,21,517,1872,8688,21.54696133
E02000287,Enfield 011,3931,121,234,414,478,72,30,14,27,379,1656,7356,22.51223491
E02000288,Enfield 012,7888,565,778,540,778,99,45,42,54,948,1047,12784,8.189924906
E02000289,Enfield 013,3575,172,386,327,409,52,11,18,17,390,1417,6774,20.91821671
E02000290,Enfield 014,4148,272,389,343,427,64,31,12,22,479,500,6687,7.477194557
E02000291,Enfield 015,5550,414,550,418,662,84,32,12,24,782,1634,10162,16.07951191
E02000292,Enfield 016,5362,464,596,395,619,88,33,17,33,759,1475,9841,14.9883142
E02000293,Enfield 017,3480,177,304,247,345,45,20,9,8,372,1391,6398,21.74116912
E02000294,Enfield 018,5698,344,637,486,610,98,26,15,43,682,730,9369,7.791653325
E02000295,Enfield 019,4715,246,425,378,481,46,24,14,28,628,1704,8689,19.61100242
E02000296,Enfield 020,5565,290,429,554,657,85,33,18,23,906,1781,10341,17.22270573
E02000297,Enfield 021,4892,310,619,433,624,67,25,9,24,672,1723,9398,18.33368802
E02000298,Enfield 022,4094,251,358,334,423,56,29,8,23,494,2182,8252,26.44207465
E02000299,Enfield 023,5802,340,605,519,580,86,24,15,35,790,698,9494,7.352011797
E02000300,Enfield 024,5250,322,541,428,571,81,31,13,34,799,785,8855,8.865047995
E02000301,Enfield 025,6249,406,667,530,690,96,30,19,45,785,703,10220,6.878669276
E02000302,Enfield 026,4643,267,564,435,460,65,42,12,20,801,1359,8668,15.67835718
E02000303,Enfield 027,5152,381,486,401,471,81,24,22,30,712,610,8370,7.287933094
E02000304,Enfield 028,4170,195,378,388,424,50,11,18,20,478,1909,8041,23.74082826
E02000305,Enfield 029,4195,205,475,427,634,72,25,24,14,806,2002,8879,22.54758419
E02000306,Enfield 030,5842,428,502,423,514,71,37,21,38,649,611,9136,6.687828371
E02000307,Enfield 031,5647,421,678,587,571,84,36,13,36,984,1055,10112,10.43314873
E02000308,Enfield 032,4404,254,396,616,628,51,10,15,30,784,1572,8760,17.94520548
E02000309,Enfield 033,7068,617,582,661,771,114,35,24,46,1033,847,11798,7.179182912
E02000311,Enfield 035,5811,381,587,636,655,89,32,23,44,1036,1250,10544,11.85508346
E02000312,Enfield 036,5401,278,582,678,788,73,22,10,34,1178,2258,11302,19.97876482
E02000313,Greenwich 001,3685,222,346,473,506,114,29,14,34,565,504,6492,7.763401109
E02000314,Greenwich 002,8053,341,576,830,1093,160,75,49,103,1182,1646,14108,11.66713921
E02000315,Greenwich 003,5693,287,533,587,827,139,60,15,54,847,829,9871,8.398338568
E02000317,Greenwich 005,4287,346,363,456,582,54,27,18,26,524,879,7562,11.62390902
E02000318,Greenwich 006,6093,409,649,787,1013,107,51,19,55,881,997,11061,9.013651569
E02000319,Greenwich 007,5500,425,505,715,900,111,27,21,52,850,1515,10621,14.26419358
E02000320,Greenwich 008,3758,176,435,414,540,109,39,13,26,592,940,7042,13.34848055
E02000321,Greenwich 009,4258,332,361,528,628,54,42,18,56,611,829,7717,10.74251652
E02000323,Greenwich 011,6730,611,489,837,1128,92,50,48,64,986,1828,12863,14.21130374
E02000324,Greenwich 012,4369,327,443,503,396,47,15,15,28,568,1154,7865,14.67260013
